AUPR,DAG 0.1,DAG 0.2,DAG 0.3,DAG 0.4,DAG 0.5,DAG 0.6,DAG 0.7,DAG 0.8,DAG 0.9,SHD 0.1,SHD 0.2,SHD 0.3,SHD 0.4,SHD 0.5,SHD 0.6,SHD 0.7,SHD 0.8,SHD 0.9,dagloss,dlr,dnh,filter_threshold,functionalComplexity,lambda1,lambda2,linear,losstype,lr,nh,numberHiddenLayersG,sampletype,test_epochs,train_epochs,use_filter
0.13186242376573742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419.0,302.0,271.0,259.0,256.0,257.0,251.0,250.0,247.0,0.0,0.001,200.0,0.5,l2_norm,10.0,1.0,0.0,fgan,0.01,100.0,3.0,sigmoidproba,1000.0,3000.0,0.0
0.122320257285621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474.0,339.0,297.0,273.0,261.0,255.0,256.0,249.0,249.0,0.0,0.001,200.0,0.5,l2_norm,10.0,0.01,0.0,fgan,0.01,100.0,3.0,sigmoidproba,1000.0,3000.0,0.0
0.12603048687316099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,293.0,259.0,256.0,249.0,248.0,245.0,247.0,250.0,249.0,0.0,0.01,200.0,0.5,l2_norm,10.0,0.001,0.0,fgan,0.01,100.0,1.0,sigmoidproba,1000.0,3000.0,0.0
0.13477741438583893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,387.0,295.0,266.0,260.0,253.0,252.0,252.0,246.0,247.0,0.0,0.001,200.0,0.5,l2_norm,10.0,0.001,0.0,fgan,0.01,100.0,1.0,sigmoidproba,1000.0,3000.0,0.0
0.12743136181384165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,395.0,286.0,267.0,261.0,254.0,254.0,249.0,246.0,248.0,0.0,0.001,200.0,0.5,l2_norm,10.0,0.001,0.0,fgan,0.01,20.0,1.0,sigmoidproba,1000.0,3000.0,0.0
0.12570118612103537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,355.0,271.0,262.0,254.0,250.0,247.0,248.0,250.0,249.0,0.0,0.01,200.0,0.5,l2_norm,10.0,0.01,0.0,fgan,0.01,100.0,2.0,sigmoidproba,1000.0,3000.0,0.0
0.12096879580892134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457.0,348.0,295.0,266.0,262.0,255.0,257.0,249.0,248.0,0.0,0.001,200.0,0.5,l2_norm,10.0,0.0001,0.0,fgan,0.01,100.0,2.0,sigmoidproba,1000.0,3000.0,0.0
0.12460806523259568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446.0,330.0,281.0,266.0,254.0,254.0,253.0,251.0,249.0,0.0,0.001,200.0,0.5,l2_norm,10.0,0.1,0.0,fgan,0.01,20.0,3.0,sigmoidproba,1000.0,3000.0,0.0
0.12242909349427764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,332.0,270.0,256.0,249.0,250.0,247.0,247.0,249.0,249.0,0.0,0.01,200.0,0.5,l2_norm,10.0,0.0001,0.0,fgan,0.01,20.0,3.0,sigmoidproba,1000.0,3000.0,0.0
0.1381917582922869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,338.0,282.0,266.0,253.0,255.0,255.0,248.0,247.0,0.0,0.001,200.0,0.5,l2_norm,10.0,0.1,0.0,fgan,0.01,100.0,3.0,sigmoidproba,1000.0,3000.0,0.0
0.12532523892745936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.0,319.0,281.0,263.0,257.0,254.0,250.0,251.0,247.0,0.0,0.001,200.0,0.5,l2_norm,10.0,0.01,0.0,fgan,0.01,20.0,3.0,sigmoidproba,1000.0,3000.0,0.0
0.12910271211665678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,304.0,259.0,254.0,251.0,249.0,249.0,246.0,249.0,249.0,0.0,0.01,200.0,0.5,l2_norm,10.0,0.1,0.0,fgan,0.01,100.0,3.0,sigmoidproba,1000.0,3000.0,0.0
0.11912462954198433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,323.0,265.0,258.0,253.0,249.0,248.0,247.0,249.0,249.0,0.0,0.01,200.0,0.5,l2_norm,10.0,0.1,0.0,fgan,0.01,100.0,2.0,sigmoidproba,1000.0,3000.0,0.0
0.12883831955276942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,372.0,279.0,260.0,251.0,249.0,248.0,248.0,247.0,249.0,0.0,0.01,200.0,0.5,l2_norm,10.0,0.01,0.0,fgan,0.01,20.0,2.0,sigmoidproba,1000.0,3000.0,0.0
0.13243270439653895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409.0,311.0,270.0,263.0,256.0,254.0,251.0,246.0,249.0,0.0,0.001,200.0,0.5,l2_norm,10.0,0.0001,0.0,fgan,0.01,20.0,2.0,sigmoidproba,1000.0,3000.0,0.0
0.1269740596323384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,354.0,274.0,260.0,253.0,252.0,249.0,248.0,245.0,248.0,0.0,0.01,200.0,0.5,l2_norm,10.0,0.0001,0.0,fgan,0.01,20.0,2.0,sigmoidproba,1000.0,3000.0,0.0
0.12652261101408416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,431.0,323.0,277.0,264.0,256.0,256.0,251.0,249.0,248.0,0.0,0.001,200.0,0.5,l2_norm,10.0,0.01,0.0,fgan,0.01,20.0,2.0,sigmoidproba,1000.0,3000.0,0.0
0.12560631062065958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,421.0,321.0,280.0,260.0,257.0,251.0,252.0,246.0,248.0,0.0,0.001,200.0,0.5,l2_norm,10.0,0.001,0.0,fgan,0.01,100.0,2.0,sigmoidproba,1000.0,3000.0,0.0
0.12854040419132634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,320.0,269.0,257.0,257.0,253.0,249.0,248.0,246.0,249.0,0.0,0.01,200.0,0.5,l2_norm,10.0,0.001,0.0,fgan,0.01,20.0,1.0,sigmoidproba,1000.0,3000.0,0.0
0.12670367754966183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.0,288.0,265.0,256.0,255.0,258.0,249.0,248.0,247.0,0.0,0.001,200.0,0.5,l2_norm,10.0,1.0,0.0,fgan,0.01,20.0,3.0,sigmoidproba,1000.0,3000.0,0.0
0.1258011147418941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,283.0,257.0,252.0,248.0,249.0,246.0,246.0,249.0,249.0,0.0,0.01,200.0,0.5,l2_norm,10.0,1.0,0.0,fgan,0.01,20.0,3.0,sigmoidproba,1000.0,3000.0,0.0
0.11589784229491577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,354.0,274.0,261.0,250.0,251.0,248.0,247.0,248.0,249.0,0.0,0.01,200.0,0.5,l2_norm,10.0,0.01,0.0,fgan,0.01,20.0,3.0,sigmoidproba,1000.0,3000.0,0.0
0.1330251552776826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,296.0,260.0,253.0,250.0,248.0,248.0,247.0,249.0,249.0,0.0,0.01,200.0,0.5,l2_norm,10.0,1.0,0.0,fgan,0.01,20.0,2.0,sigmoidproba,1000.0,3000.0,0.0
0.12423441407299632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.0,312.0,285.0,267.0,262.0,257.0,251.0,249.0,248.0,0.0,0.001,200.0,0.5,l2_norm,10.0,0.0001,0.0,fgan,0.01,20.0,3.0,sigmoidproba,1000.0,3000.0,0.0
0.12242742118497085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,319.0,268.0,256.0,253.0,250.0,249.0,246.0,248.0,249.0,0.0,0.01,200.0,0.5,l2_norm,10.0,0.1,0.0,fgan,0.01,20.0,1.0,sigmoidproba,1000.0,3000.0,0.0
0.1270409071055681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,331.0,268.0,260.0,254.0,250.0,249.0,248.0,247.0,249.0,0.0,0.01,200.0,0.5,l2_norm,10.0,0.01,0.0,fgan,0.01,100.0,1.0,sigmoidproba,1000.0,3000.0,0.0
0.13890038969590496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,281.0,266.0,255.0,253.0,252.0,248.0,246.0,249.0,0.0,0.001,200.0,0.5,l2_norm,10.0,0.0001,0.0,fgan,0.01,100.0,1.0,sigmoidproba,1000.0,3000.0,0.0
0.12629544806032927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,461.0,328.0,286.0,265.0,257.0,255.0,252.0,248.0,249.0,0.0,0.001,200.0,0.5,l2_norm,10.0,0.1,0.0,fgan,0.01,100.0,2.0,sigmoidproba,1000.0,3000.0,0.0
0.13228429634961072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,288.0,256.0,255.0,252.0,248.0,245.0,247.0,248.0,249.0,0.0,0.01,200.0,0.5,l2_norm,10.0,0.0001,0.0,fgan,0.01,100.0,1.0,sigmoidproba,1000.0,3000.0,0.0
0.13106357140353853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,379.0,284.0,260.0,258.0,251.0,252.0,249.0,248.0,249.0,0.0,0.001,200.0,0.5,l2_norm,10.0,0.01,0.0,fgan,0.01,100.0,1.0,sigmoidproba,1000.0,3000.0,0.0
0.12445928379742721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.0,288.0,262.0,259.0,256.0,255.0,249.0,248.0,248.0,0.0,0.001,200.0,0.5,l2_norm,10.0,1.0,0.0,fgan,0.01,20.0,1.0,sigmoidproba,1000.0,3000.0,0.0
0.12831561426782323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,338.0,269.0,257.0,253.0,251.0,247.0,248.0,248.0,249.0,0.0,0.01,200.0,0.5,l2_norm,10.0,0.001,0.0,fgan,0.01,100.0,2.0,sigmoidproba,1000.0,3000.0,0.0
0.10900341027648532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,306.0,261.0,256.0,253.0,251.0,247.0,245.0,247.0,249.0,0.0,0.01,200.0,0.5,l2_norm,10.0,1.0,0.0,fgan,0.01,20.0,1.0,sigmoidproba,1000.0,3000.0,0.0
0.12217001818497364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,351.0,270.0,258.0,249.0,249.0,249.0,247.0,250.0,249.0,0.0,0.01,200.0,0.5,l2_norm,10.0,0.001,0.0,fgan,0.01,100.0,3.0,sigmoidproba,1000.0,3000.0,0.0
0.11628889622107236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,476.0,345.0,301.0,271.0,261.0,259.0,254.0,251.0,250.0,0.0,0.001,200.0,0.5,l2_norm,10.0,0.001,0.0,fgan,0.01,100.0,3.0,sigmoidproba,1000.0,3000.0,0.0
0.12252470183996046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.0,324.0,285.0,264.0,258.0,256.0,250.0,249.0,248.0,0.0,0.001,200.0,0.5,l2_norm,10.0,0.001,0.0,fgan,0.01,20.0,3.0,sigmoidproba,1000.0,3000.0,0.0
0.10903832020033666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,289.0,263.0,256.0,250.0,249.0,250.0,248.0,249.0,249.0,0.0,0.01,200.0,0.5,l2_norm,10.0,1.0,0.0,fgan,0.01,100.0,1.0,sigmoidproba,1000.0,3000.0,0.0
